Software Name,Amit's Notes,Version ,Software Classification,Operating system,Self service,Licenses Required,GITSC Ticket number,Remarks,Category,Application Lead,Software Manufacturer,Packaged,OSD,Core O/S - Technical,Vulnerable,Approved date,Scanned date,Additional action,Action Details,GIS Reco Action,Comment ,Resource,Sarah's comment,,Tanium Name,Tanium Vendor,Tanium version,Defender Name,Defender Vendor,Dedender Lastest version,,WS1 Hub,WCS Managed Group Name,Comment,Exception based,Assignment Mode,Pushed Globally,Visible in HUB (Self Service),OLD License Required,To be checked,,Software name + Version,Publisher updated,Publisher on Oomnitza list review,Feedback,Software name to be loaded in Oomnitza,Version to be loaded in Oomintza,Final Software name,Final Version
Adobe Acrobat Professional - Adobe acrobat Pro,,22,Grey List,Windows OS,,Locally management,"SR-58415
",,SAM,itsam@colpal.com,Adobe,Yes,No,,,3/24/2023,,,,,,,,,,,,,,,,Yes,APP - Adobe Acrobat Professional 64bit - Users - WIN,,Group managed,OnDemand,No,No,,,,,,,,,,,
Adobe Animate,,24.0.2,Grey List,Windows OS,,Locally management,SR-540517,,SAM,itsam@colpal.com,Adobe,WIP,,,,5/8/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Acrobat Professional - Adobe acrobat Pro,,22,Grey List,Mac OS,,Locally management,SR-58408,,SAM,itsam@colpal.com,Adobe,WIP,No,,,3/24/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Animate,,24.0.2,Grey List,Mac OS,,Locally management,SR-540516,,SAM,itsam@colpal.com,Adobe,WIP,,,,5/9/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Bridge,,14.0.4,Grey List,Mac OS,,Locally management,SR-540520,,SAM,itsam@colpal.com,Adobe,WIP,,,,5/9/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Bridge,,14.0.4,Grey List,Windows OS,,Locally management,SR-540525,,SAM,itsam@colpal.com,Adobe,WIP,,,,5/22/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADPROXOClient,,04.05.0013,Grey List,Windows OS,,Locally management,42154917,,W&CS ISM,Patty Vollmar,MaxPro,No,No,,Pending,12/14/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Check before installation,,,ADPROXOClient 04.05.0013 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ADVANCE,,1.17,Grey List,Windows OS,,Locally management,SR-210884,,Global Technology (R&D),Frank Peake,KRÜSS GmbH,No,No,,,7/27/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Creative Cloud,, 6.1.0,Grey List,Mac OS,,Locally management,SR-531242,,Marketing,Christopher Bardi,Adobe,No,,,,4/25/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Creative Cloud (All Apps - Pro Edition),,2.12.0.23 ,Grey List,Mac OS,,Locally management,SR-517639,,Marketing,Christopher Bardi,Adobe,No,,,,4/25/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advance II .im,,4.0.5.2,Grey List,Windows OS,,Locally management,41964570,,Supply Chain,Nicola Rautenbach,Charles River Laboratories,No,No,,Pending,11/19/2019,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,Advance II .im 4.0.5.2 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AFORIX,,8.7,Grey List,Windows OS,,Locally management,42212582,,Finance,Anne-Marie Fitzpatrick,Gobierno de Espana,No,No,,No,4/22/2021,4/27/2021,None,,,,,,,,,,,,,,,,,,,,,Check before installation,,,AFORIX 8.7 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AFORIX - Tax declaration software -,,6.3,Grey List,Windows OS,,Locally management,, ,Finance,Anne-Marie Fitzpatrick,Subdirección de Comercio Exterior de Servicios e Inversiones,No,No,,Pending,3/6/2019,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,AFORIX - Tax declaration software - 6.3 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AGDesigner,,10.7,Grey List,Windows OS,,Locally management,42309581, ,Governance - Integration Team,Luis Arturo Martinez,Software AG,WIP,No,,Pending,8/6/2017,,,Upload to SSR portal,no review comment,not found any public info,,,,,,,,,,,,,Check installations and validate with App lead,,,,,Site restricted licensing,,,AGDesigner 10.7 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Agilent 2100 Expert Software,,1,Grey List,Windows OS,,Locally management,42264706,,Global Technology (R&D),Matthew Rodman,Agilent Technologies,No,No,,,5/22/2024,,,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Agilent 2100 Expert Software 1 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Alfa,,7,Grey List,Windows OS,,Locally management,42296600,,Finance,Nirmala Iyer,"UY-Government
",No,No,,,11/16/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGL feline sensors,,,Grey List,Windows OS,,Locally management,, ,Global Technology (R&D),Jack Weiss,AGL,No,No,,Pending,9/1/2016,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,AGL feline sensors  Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AGL2 Firmware Updater.exe,,,Grey List,Windows OS,,Locally management,, ,Global Technology (R&D),Jack Weiss,AGL,No,No,,Pending,9/8/2016,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,AGL2 Firmware Updater.exe  Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AisinoCSP (Golden Tax File Tax Digital Certificate Management Tool),,1.0.0.1,Grey List,Windows OS,,Locally management,42066757,,Finance,Vijayalakshmi Chandrashekar,Aisino,No,No,,Pending,5/26/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Check before installation,,,AisinoCSP (Golden Tax File Tax Digital Certificate Management Tool) 1.0.0.1 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Adobe Illustrator,,2024 - 28.4.1,Grey List,Mac OS,,Locally management,SR-539905,,SAM,itsam@colpal.com,Adobe,WIP,,,,5/22/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Illustrator,,2024 - 28.4.1,Grey List,Windows OS,,Locally management,SR-539909,,SAM,itsam@colpal.com,Adobe,WIP,,,,5/22/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe InDesign,,19.3,Grey List,Windows OS,,Locally management,SR-539914,,SAM,itsam@colpal.com,Adobe,WIP,,,,5/22/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe InDesign,,19.3,Grey List,Mac OS,,Locally management,SR-539912,,SAM,itsam@colpal.com,Adobe,WIP,,,,5/22/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Media Encoder,,24.3,Grey List,Mac OS,,Locally management,SR-539915,,SAM,itsam@colpal.com,Adobe,WIP,,,,5/22/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Media Encoder,,24.3,Grey List,Windows OS,,Locally management,SR-539924,,SAM,itsam@colpal.com,Adobe,WIP,,,,5/22/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alphalist Validation and Relief Validation,,5.1,Grey List,Windows OS,,Locally management,41461249, ,Finance,Cindy Guerrero,Bureau of Internal Revenue,No,No,,Pending,5/22/2024,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,Check before installation,,,Alphalist Validation and Relief Validation 5.1 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Adoptium Eclipse Temurin 8,,8u382-b05 (JDK 8 ),Green List,Mac OS,,Freeware,145592,"Ok, OS",Open Source,itsam@colpal.com,Adoptium,WIP,No,,,8/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Photoshop,,2024 - 25.6,Grey List,Windows OS,,Locally management,SR-540528,,SAM,itsam@colpal.com,Adobe,WIP,,,,5/8/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Photoshop,,2024 - 25.6,Grey List,Mac OS,,Locally management,SR-540531,,SAM,itsam@colpal.com,Adobe,WIP,,,,5/9/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AmexFileDecrypt,,1.0.0,Grey List,Windows OS,,Locally management,, ,Finance,Anne-Marie Fitzpatrick,American Express,No,No,,Pending,1/2/2018,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,AmexFileDecrypt 1.0.0 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Ampacto Digital Signage,,2.7,Grey List,Windows OS,,Locally management,42092061,,Supply Chain,Aditya Agarwal,Jarma Technologies,No,No,,Pending,7/16/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Ampacto Digital Signage 2.7 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Amscope,,4.11.18421,Grey List,Windows OS,,Locally management,42259702,,Global Technology (R&D),Matthew Rodman,Amscope,No,No,,No,9/1/2021,,,,,,,,,,,,,,,,,,,,,,,Check before installation,,,Amscope 4.11.18421 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Ascom WinPDM,,3.12.0,Grey List,Windows OS,,Locally management,, ,W&CS ISM,Melinda Popescu,Ascom Wireless Solutions,No,No,,Pending,8/6/2017,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,Ascom WinPDM 3.12.0 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Assinador Serpro,,3,Grey List,Windows OS,,Locally management,42317302,,Finance,Nirmala Iyer,Serpro,No,No,,,12/22/2021,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,Assinador Serpro 3 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Android Studio,,2.2.3,Grey List,Windows OS,,Locally management,, ,Information Security,Alex Schcuhman,Android ,No,No,,Pending,8/6/2017,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,Android Studio 2.2.3 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Android Studio,,2020.3.1.24,Grey List,Mac OS,,Locally management,42285989,,Global Technology (R&D),Matthew Rodman,Android,no,No,,,10/5/2021,,,,,,,,,,,,,,,,,,,,,,,Check before installation,,,Android Studio 2020.3.1.24 Mac OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Android Studio 2.0, SoapUi 5.2.1",,2,Grey List,Windows OS,,Locally management,, ,Global Technology (R&D),Aditya Agarwal,SmartBear Software,No,No,,Pending,8/6/2017,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,"Android Studio 2.0, SoapUi 5.2.1 2 Windows OS",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ANT Tool for Salesforce & GITHUB integration work,,apache-ant-1.10.5 & Plugin salesforce_ant_45.0,Grey List,Windows OS,,Locally management,41847598,,HR & Training,Nayana Pai,Apache,No,No,,Pending,4/8/2019,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,ANT Tool for Salesforce & GITHUB integration work apache-ant-1.10.5 & Plugin salesforce_ant_45.0 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ANT Workflow,,2.0,Grey List,Windows OS,,Locally management,41830153,https://antsolutions.eu/ ,Supply Chain,Nicola Rautenbach,ANT,No,No,,Pending,3/7/2019,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,ANT Workflow 2.0 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Anthea,,R10.50,Grey List,Windows OS,,Locally management,42223685,,Supply Chain,Nicola Rautenbach,Anthea,No,No,,No,5/12/2021,5/6/2021,,,,,,,,,,,,,,,,,,,,,,Check before installation,,,Anthea R10.50 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ANTlab,,2.15,Grey List,Windows OS,,Locally management,SR-374197,,Supply Chain,Nicola Rautenbach,BlueBotics,No,No,,,1/4/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTserver,,1.15.0.91,Grey List,Windows OS,,Locally management,41900467,,Supply Chain,Nicola Rautenbach,Bluebotics,No,No,,Pending,7/22/2019,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,ANTserver 1.15.0.91 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ANTserver,,2.14.0.129,Grey List,Windows OS,,Locally management,"SR-375087
",41900467 ,Supply Chain,Nicola Rautenbach,Bluebotics,No,No,,,12/13/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apache Maven,,3.6.0,Grey List,Windows OS,,Locally management,42042240,,Marketing,Helen Kirwan,Apache,No,No,,Pending,3/24/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,Apache Maven 3.6.0 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Sanxiao's Invoice Printing software V3.0
Aisino Jinshuipan (tax control invoicing software)",,3,Grey List,Windows OS,,Locally management,42228646,,Finance,Vijayalakshmi Chandrashekar,Aisino,No,No,,,6/8/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFORIX,,9.5,Grey List,Windows OS,,Locally management,SR-434119,,Finance,Anne-Marie Fitzpatrick,Gobierno de Espana,No,No,,,1/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apache Nifi,,1.16.3,Grey List,Windows OS,,Locally management,SR-486856,Open Source,Supply Chain,Nicola Rautenbach,Apache,No,,,,4/15/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apdata,,15012021,Grey List,Windows OS,,Locally management,42291288,,Finance,Nirmala Iyer,Apdata,No,No,,,11/24/2021,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,Apdata 15012021 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Apeosware Management,,2.0.,Grey List,Windows OS,,Locally management,42056940,,Finance,Vijayalakshmi Chandrashekar,Fuji-Xerox,No,No,,Pending,4/27/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Apeosware Management 2.0. Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
App Engine Python CLI Tools,,1,Grey List,Windows OS,,Locally management,41884789,Approved by IT lead and Software scan/Security team 41884789 ,Application Architecture - Portal - HANA,Tommy Thomas,Google,No,No,,Pending,6/26/2019,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,App Engine Python CLI Tools 1 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Application Form Generator,,8,Grey List,Windows OS,,Locally management,, ,Global Technology (R&D),Frank Peake,,No,No,,Pending,6/7/2018,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,Application Form Generator 8 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Apttus X-Author Contracts,,11.35.0502,Grey List,Windows OS,,Locally management,SR-144342,,SAM,itsam@colpal.com,APTTUS CORP,Yes,No,,,5/25/2023,,,,,,,,,,,,,,,,es,APP - Apttus X-Author Contracts - Users -WIN,,Group Managed,On Demand,No,No,,,,,,,,,,,
Apttus X-Author Migration Manager,,9.8.801.0,Grey List,Windows OS,,Locally management,SR-267203,,Legal,Simon Kendall,Apttus Corporation,No,No,,,9/21/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AquaLink,,4.3,Grey List,Windows OS,,Locally management,42133427,,Global Technology (R&D),Matthew Rodman,Decagon Devices,No,No,,Pending,10/23/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Check before installation,,,AquaLink 4.3 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
aramhuvis,,,Grey List,Windows OS,,Locally management,, ,Global Technology (R&D),Jack Weiss,"Aram Huvis, Inc",No,No,,Pending,8/6/2017,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,aramhuvis  Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ArcMap Desktop,,10.7.1,Grey List,Windows OS,,Locally management,41945337,,Customer Development,Reena Jose,ESRI,No,No,,Pending,10/8/2019,,,,no review comment,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,ArcMap Desktop 10.7.1 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ArcReader,,10.6,Grey List,Windows OS,,Locally management,, ,Global Technology (R&D),Aditya Agarwal,ArcGIS ,No,No,,Pending,11/11/2019,,,,no review comment,,,,,,,,,,,,,,,,,,,Check before installation,,,ArcReader 10.6 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Arduino IDE,,1.8.16,Grey List,Windows OS,,Locally management,42275114,,Supply Chain,Nicola Rautenbach,Arduino,No,No,,No,9/17/2021,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,Arduino IDE 1.8.16 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Arduino IDE,,2.2.1,Grey List,Mac OS,,Locally management,SR-459786,,Supply Chain,Nicola Rautenbach,Arduino,,,,,2/7/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Array Studio,,10.0.1.78,Grey List,Windows OS,,Locally management,41715279, ,Global Technology (R&D),Frank Peake,Omicsoft ,No,No,,Pending,9/13/2018,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,Check before installation,,,Array Studio 10.0.1.78 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ARtec Studio,,15,Grey List,Windows OS,,Locally management,42075324,,Supply Chain,Francisco Ramos,Artec3D,No,No,,Pending,6/17/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,ARtec Studio 15 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Artec Studio,,16,Grey List,Windows OS,,Locally management,42280219,,Supply Chain,Francisco Ramos,Artec3D,No,No,,,10/28/2021,,,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Artec Studio 16 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Articulate Storyline 360,,1.48,Grey List,Windows OS,,Locally management,SR-132052,,SAM,itsam@colpal.com,Articulate,No,No,,,5/23/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assortment Optimization,,2017.2,Grey List,Windows OS,,Locally management,42214818,,Customer Development,Aravind Tula,Blue Yonder Group,No,No,,No,5/14/2021,5/21/2021,,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Assortment Optimization 2017.2 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Assure ID,,4.5,Grey List,Windows OS,,Locally management,41939420,,Supply Chain,Vijayalakshmi Chandrashekar,Perkin Elmer,No,No,,Pending,9/19/2019,,,,no review comment,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Assure ID 4.5 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Assure ID,,4.6,Grey List,Windows OS,,Locally management,42304674,,Global Technology (R&D),Matthew Rodman,"Perkin Elmer
",No,No,,,12/2/2021,,,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Assure ID 4.6 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Asure ID 2009,,1.2,Grey List,Windows OS,,Locally management,42227024,,Supply Chain,Francisco Ramos,HID GLOBAL,No,No,,No,5/24/2021,,,,,,,,,,,,,,,,,,,,,,,Check before installation,,,Asure ID 2009 1.2 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ASURE ID 7,,EXPRESS,Grey List,Windows OS,,Locally management,42330333,,Legal,Manoj Nair,HID GLOBAL,No,No,,,2/7/2022,,,,,,,,,,,,,,,,,,,,,,,Check before installation,,,ASURE ID 7 EXPRESS Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ATEM Software Control Panel /Atem Switchers,,8.6.1,Grey List,Mac OS,,Locally management,42254871,To provide full switcher control from any computer with the ATEM software control panel,GISSO Unified Communications,Ruben Panizza,BlackMagic,No,No,,No,9/9/2021,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,ATEM Software Control Panel /Atem Switchers 8.6.1 Mac OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ATOM Ide,,1.34.0,Grey List,Windows OS,,Locally management,, ,Global Technology (R&D),Aditya Agarwal,Atom,No,No,,Pending,3/19/2019,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,ATOM Ide 1.34.0 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Attachmate EXTRA Xtreme,,9.2.1118,Grey List,Windows OS,,Locally management,, ,GISSO ESC - Infrastructure,Joe Spitaleri,Micro Focus,Yes,No,,Pending,8/6/2017,,,Upload to SSR portal,no review comment,-,,,,,,,,,,,,,Check installations and validate with App lead,,,,,Site restricted licensing,,,Attachmate EXTRA Xtreme 9.2.1118 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Attachmate Reflection,,14.1,Grey List,Windows OS,,Locally management,, ,GISSO ESC - Infrastructure,Joe Spitaleri,Micro Focus,Yes,No,,Pending,8/6/2017,,,Scan it into VT,no review comment,patch s/w but need to scan it in VT,,,,,,,,,,,,,Check installations and validate with App lead,,,,,Site restricted licensing,,,Attachmate Reflection 14.1 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Atyro,,3.2.41,Grey List,Windows OS,,Locally management,42296601,,Finance,Nirmala Iyer,bps.gub.uy,No,No,,,11/16/2021,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,Atyro 3.2.41 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Audacity,,2.2.2,Grey List,Windows OS,,Locally management,41701875, ,Marketing,Christopher Bardi,Audacity ,No,No,,Yes,8/16/2018,,Upgrade,,Upgrade,"Multiple CVE's 
https://cve.mitre.org/cgi-bin/cvekey.cgi?keyword=Audacity",,Based on Remark values,,,,,,,,,,,,,,,,Check before installation,,,Audacity 2.2.2 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SoapUI,,5.1.2,Green List,Windows OS,,Freeware,SR-371985,,GSSO XCAT,Jagdish Janjale,SmartBear Software,WIP,No,,,12/20/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audit trail viewer for 900 Touch Control,,1.2.1,Grey List,Windows OS,,Locally management,42275852,,Global Technology (R&D),Matthew Rodman,Metrohm,No,No,,No,9/20/2021,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,Audit trail viewer for 900 Touch Control 1.2.1 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Auto id network navigator,,6,Grey List,Windows OS,,Locally management,41753879, ,Supply Chain,Aditya Agarwal,Keyence,No,No,,Pending,10/2/2018,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,Auto id network navigator 6 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AutoFirma,"There are multiple rows for the software, the owner for later releases has change to  
Anne-Marie Fitzpatrick, and the category changed from Global technology to Finance.",142,Grey List,Windows OS,,Locally management,, ,Global Technology (R&D),Jack Weiss,"Gobierno de España
COMUNICACIONES",No,No,,Pending,8/6/2017,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,AutoFirma 142 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Automation Studio,,4.11,Grey List,Windows OS,,Locally management,42332409,,Supply Chain,Nicola Rautenbach,"B&R Industrial Automation GmbH
",No,No,,,2/11/2022,,,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Automation Studio 4.11 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Amazon Corretto,,8,Green List,Mac OS,,Freeware,SR-530381,,SAM,itsam@colpal.com,Amazon,WIP,,,,4/25/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Automation-minispec,,NA,Grey List,Windows OS,,Locally management,42128642,,Supply Chain,Aditya Agarwal,Bruker,No,No,,Pending,10/5/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Automation-minispec NA Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AVC - Any Video Converter,"AODOCS-Link
> Found out that the software request was rejected, than why is it still there in Grey List>?
> Found version info in AODOCS to be V7.1.3
> GITSC ticket # 42243480
> Approved date July 1, 2021
> What is the standard for video editing at colgate
> If there is not, we should use one standard software for each of the Operating System

e.g. I see iMovie request as well, that maybe used for video conversion,
another software for video conversion is ffmpeg for converting from one format to another.
-> should the video editing request come to a creative GIT team at colgate that can help with basic video editing for users, this can be through volunteer work at colgate?",,Grey List,Windows OS,,Locally management,,This software is an old entry with no version specified. If any requests for this are received it must contain a version and will requie an IT & Security review. If it passes both the version s/b updated and this comment removed. If it fails it should be removed from approved and added to rejected. ,Global Technology (R&D),Jack Weiss,Anvsoft Inc,No,No,,Pending,8/6/2017,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,AVC - Any Video Converter  Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Avermedia card driver file,,6.0.64.19,Grey List,Windows OS,,Locally management,42111019,,Supply Chain,Aditya Agarwal,Avermedia,No,No,Yes,Pending,8/27/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Avermedia card driver file 6.0.64.19 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Aveva Batch Management,,2020 and Higher,Grey List,Windows OS,,Locally management,42182313,,Supply Chain,Nicola Rautenbach,Schneider Electric,No,No,,No,2/9/2021,3/24/2021,None,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Aveva Batch Management 2020 and Higher Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Avtech Room Alert Manager,,1.5.8,Grey List,Windows OS,,Locally management,42220197,,W&CS ISM,Patty Vollmar,AVTECH Device,No,No,,No,5/5/2021,6/4/2021,,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Avtech Room Alert Manager 1.5.8 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvTech Room Alert Manager,,2.6.11,Grey List,Windows OS,,Locally management,SR-142506,,SAM,itsam@colpal.com,AVTECH Device,No,No,,,6/2/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTlab,,2.15.1.134,Grey List,Windows OS,,Locally management,SR-374197,,Supply Chain,Nicola Rautenbach,BlueBotics,No,No,,,1/30/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
